  [fresh-data] disk cache bypassed; all QB data will be re-fetched on this run (use --allow-stale-cache to override)

==================================================================
  Inventory Forecaster — Pets+People
==================================================================
  Manual projection columns: 05_03_W1 → 10_25_W26

[1/4] Pulling projections from Quickbase ...
      1513 records retrieved

[2/4] Pulling master pack + Season from Styles ...
      1510 master pack records loaded (150 with Season tag)

[2.5] Pulling Amazon catalog POS for 1513 mstyles ...
      1352 mstyles with POS data loaded
      viewer_pos_cache.json refreshed (1352 mstyles)

[2.6] Pulling Amazon Catalog US (F38 signals) for 1513 mstyles ...
      1352 mstyles with Amazon Catalog US signals loaded

[2.8] VP-Q4 forward-PO zero: fetching confirmed open POs in forward 26w window for 1513 keys ...
      [vp-q4] BULK fetch: running QB report #27 on table bp8r4dejr (replaces per-account loop) ...
      [vp-q4] 9,696 rows in 2.8s (1 API call vs ~1 per-account calls)
      [vp-q4] cached → open_pos_report.json (reused for 0h)
      [vp-q4] bucketed 1,902 in-scope rows across 350 keys (skipped: 7,013 out-of-scope · 0 zero-qty · 0 no-date · 781 outside-26w)
      350 keys have confirmed forward POs (total open qty: 137,417 units)

[3/4] Running forecasts ...
      Mstyle-family index: 1232 mstyles with active siblings
      Customer-baseline  : 1 customers  (global median wk-rate: 21.2)
      1513 forecasts complete in 1.1s
      Croston's: 420  Heuristic: 91  Inactive: 366  Inactive (zero order history): 14  Inactive+Floor: 1  Inactive+Floor (R3): 2  Reactivating: 7  Seasonal Baseline: 324  Sparse Intermittent: 288  Bi-weekly enforced: 0  Alerts (>5%): 1113
      Saved → forecast_results.json
      Open viewer: python scripts/viewer.py --results forecast_results.json

[DRY RUN] Skipping write-back.

==================================================================
  COMPLETE  |  1513 records  |  Total 26w demand: 4,249,349
  AI  1864-BB33045                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-BB33045                0    0    0    0    0    0    0    0    0    0   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40      25
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33048                0    0    0    0   36    0    0    0    0   12    0    0    0    0    0    0    0    0   12    0    0    0   24    0    0    0       3  +67.7% 
  Man 1864-BB33048               10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33124                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-BB33124                0    0    0    0    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       4
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33242                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-BB33242               25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25      25
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33242PCS12           0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-BB33242PCS12           0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33242PCS2            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-BB33242PCS2            0    0    0    0    0    0    0    0    0    0   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10       6
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33243                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   84   60    0    0    0    0    0    0    0    0       6  +95.3% 
  Man 1864-BB33243               70   70  130   70  200   70  130   70  200   70  130   70  200   70   70  130   70  200  130  130  130  130  130  130  130  130     118
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33243PCS12           0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-BB33243PCS12           0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33246                0  264  240  324  312  288  288  300  312  240  264  264  240  192  192  204  252  228  204  240  216  204  192  300  324  312     246  +40.4% 
  Man 1864-BB33246              170  170  170  170  170  155  155  155  155  200  200  200  200  165  165  165  165  165  180  180  180  180  185  185  185  185     175
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33246PCS12           0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-BB33246PCS12           0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33246PCS2            0    0    0    0    6    6    6    6    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       1  +87.2% 
  Man 1864-BB33246PCS2            5    5    5    5    5   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10       9
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33248                0  288  288  288  288  288  288  288  288  288  288  288  288  288  288  288  288  288  264  228  240  228  276  288  288  288     269  +39.1% 
  Man 1864-BB33248              200  200  200  200  200  175  175  175  175  195  195  195  195  210  210  210  210  210  200  200  200  200  175  175  175  175     193
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33248PCS12           0    2    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    2    0    0       0  +95.4% 
  Man 1864-BB33248PCS12           5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33249                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-BB33249               90   90   90   90   90   75   75   75   75   80   80   80   80   85   85   85   85   85   85   85   85   85   90   90   90   90      84
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33249PCS12           0    0    0    0    0    4    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    0    0       0  +50.0% 
  Man 1864-BB33249PCS12           0    0    0    2    0    0    0    2    0    0    0    2    0    0    0    2    0    0    0    2    0    0    0    2    2    2       1
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33249PCS2            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-BB33249PCS2            5    5    5    5    5   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10       9
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33525                0   72   78   72   78   90  132   90   78   66   66   66   66   72   78  102   78   78   60   66   78   72   60   72   66   72      73  +22.3% 
  Man 1864-BB33525               60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60      60
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33526                0  222    0  222  252  330  444    0  282  252  228  234  234  234  240  252  264  276  234  282  318  216  198  216  234  240     227  +13.2% 
  Man 1864-BB33526              370  370  370  370  370  225  225  225  225  240  240  240  240  235  235  235  235  235  240  240  240  240  240  240  240  240     262
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33528                0   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12      12  +92.0% 
  Man 1864-BB33528              144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144     144
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33530                0  132  108  102  126  132  174  132  114  102   96   96  102   96   96  114  120  120  102  120  138   90   90  102   90   84     107  +3.7% 
  Man 1864-BB33530              103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103     103
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33532                0  102   84   66   72   96   90   84   78   78   72   66   66   60   66   72   72   90   72   72   90   60   54   54   54   54      70  +51.3% 
  Man 1864-BB33532              144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144  144     144
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33534                0    0    0    0  144  156  174  174  168  132  132  132  132  120  120  120  120  120  108  108  108  108  114  114  114  102     108  +3.3% 
  Man 1864-BB33534                0  100  130    0    0    0  125  125  125  145  145  145  145  130  130  130  130  130  135  135  135  135  135  135  135  135     112
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33703                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-BB33703                0    0    0    0    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       4
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33703PCS2            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-BB33703PCS2            5    5    5    5    5   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10       9
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33706               84  168  168    0    0    0    0   18  552  168  168  168  168  168  168  168  168  168  168  168  168  168  192   78    0    0     132  +18.6% 
  Man 1864-BB33706                0    0  255  180  180  170  170  170  170  165  165  165  165  175  175  175  175  175  180  180  180  180  170  170  170  170     163
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33706PDQ             0    0    0    0    0    0    0    0    0    0 1650    0    0    0    0    0    0    0    0    0 1650    0    0    0    0    0     127  +450.0% 
  Man 1864-BB33706PDQ           300  300    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0      23
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33708                0    0    0    0 1650    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0      63  +96.3% 
  Man 1864-BB33708             2000 1250 2000 1250 2000 1250 1250 2000 1250 1250 2000 1600 1600 2000 2000 2000 2000 2000 1600 1600 1600 1600 1750 1750 1750 1750   1,696
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33708PDQ           936  936  936  936 1026 1074 1170 1170 1122  936  936  936  936  936  936  936  936  936  936  936  936  936 1044    0    0    0     866  +0.0% 
  Man 1864-BB33708PDQ             0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33721               48   72    0   48   48   24   24    0   24   24   48   48   48   48   48   72   72   96   72   48   48   24   24   48   48   48      44  +343.1% 
  Man 1864-BB33721               10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33722                0    0    0    0   48   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24      21  +11.7% 
  Man 1864-BB33722               19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19      19
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB33723                0    0    0    0   72   24   24    0   24   24   24   24   48   24   24   24   24   24   24   24   24   24   24   24   24   24      22  +113.3% 
  Man 1864-BB33723                5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5   19   19   19   19   19   19   19   19   19   19      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34389               12   12    0   12   12   18   18   18   18   12   12   12   12   12   12   12   12   12   12    0    0    0    0    0    0    0       9  +45.1% 
  Man 1864-BB34389               19   19   19    0    0    0   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19      17
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34390                0    6    6   12   12   12   30    6    6    6   12    6    6    6    6    6    6    6    6    6    0    0    0    0    0    0       6  +64.5% 
  Man 1864-BB34390                0    0   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19      18
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34403                0    0    0    0    0    0   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12    0    0    0       8  +66.3% 
  Man 1864-BB34403               75   10   10    0    0    0    0    0    0   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30      23
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34682                0    0    0    0    0    0    0    0    0    0    0  102    0    0    0    0    0    0    0  102    0    0    0    0    0    0       8  +21.5% 
  Man 1864-BB34682               10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34682PCS2            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-BB34682PCS2            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34682PCS6            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-BB34682PCS6            5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34683                0    0    0    0    0    0   90    0    0    0    0    0    0    0    0    0   90    0    0    0    0    0    0    0    0    0       7  +26.5% 
  Man 1864-BB34683                0    0    0    0    0    0    0   15   15   10   10   10   10   15   15   15   15   15   10   10   10   10   15   15   15   15       9
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34683PCS2            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-BB34683PCS2            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34683PCS6            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-BB34683PCS6            5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34711               96   96   96   96  120  120  144  144  120   96   96   96   96   96   96   96   96   96   96   96   96   96  120  120  120   96     105  +143.2% 
  Man 1864-BB34711               30   30   30   30   30   35   35   35   35   60   60   60   60   55   55   55   55   55   40   40   40   40   40   40   40   40      43
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34712                0    0    0    0    0    0    0    0    0    0    0   96    0    0    0    0    0    0    0    0    0   96    0    0    0    0       7  +7.7% 
  Man 1864-BB34712                8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8    8       8
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34751                0   12   12   12   18   18   18   12   12   12   12   18   18   18   18   18   18   12   12   18   24   18   12   18   12   18      15  +55.7% 
  Man 1864-BB34751               45   45   45   45   45   20   20   20   20   30   30   30   30   35   35   35   35   35   35   35   35   35   35   35   35   35      34
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB34826               60   60    0   60   60   60   72    0   60   60   60   60   60   48   48   48   48   48   48   48   48   48   60   60   60   48      51  +367.4% 
  Man 1864-BB34826                0    0    0    0    0    0    0    0    0    0    0   19   19   19   19   19   19   19   19   19   19   19   19   19   19   19      11
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35032                0  294  216  210  252  288  312  354  228  114   96  174  336  168   96  234  384  186   96   90  102  120  138   84   72    0     179  +58.6% 
  Man 1864-BB35032              375  375  375  375  375  565  565  565  565  425  425  425  425  415  415  415  415  415  415  415  415  415  415  415  415  415     432
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35032PCS6           29    0    0   29    0    0   37    0    0    7    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0       4  +62.9% 
  Man 1864-BB35032PCS6            5    5   15   15   15   10   10   10   10   15   15   15   15    5    5    5    5    5   15   15   15   15   10   10   10   10      11
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35039                0  258  258  258  282  294  318  318  306  258  258  258  258  258  258  258  258  258  258  258  258  258  288    0    0    0     228  +37.2% 
  Man 1864-BB35039              455  455  455  455  455  285  285  285  285  355  355  355  355  355  355  355  355  355  355  355  355  355  355  355  355  355     363
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35039PCS6            0    9    8    9   10   12   22   12    8    7    6    6    6    7    7    8    7    0    0    0    0    0    0    0    0    0       6  +44.6% 
  Man 1864-BB35039PCS6           10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35041                0    0    0    0   30   24   24    0   30   30   24   24   24   18   18   24   24   24   24   24   18   24   24   24   24   18      19  +78.4% 
  Man 1864-BB35041              155  155  155  155  155   55   55   55   55  100  100  100  100   70   70   70   70   70   70   70   70   70   70   70   70   70      89
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35041PCS6            0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +98.5% 
  Man 1864-BB35041PCS6            5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35043                0  564  624  648  648  216  180  432  204  240  168  180  540  180  108  144  264  336  276  144  144  120  120  192  252  156     272  +7.3% 
  Man 1864-BB35043              335  335  335  335  335  255  255  255  255  300  300  300  300  285  285  285  285  285  290  290  290  290  290  290  290  290     294
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35043PCS12           0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0       0  +96.9% 
  Man 1864-BB35043PCS12           5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35093                0  834  576  540  606  708  822  822  564  300  210  408 1020  324  198  270  432  606  282  390  600  414  234  324  798  804     503  +26.0% 
  Man 1864-BB35093              850  850  500  500  500  380  850  850  380  610  610  610  850  850  635  635  635  635  825  825  825  825  665  665  665  665     680
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35093PCS6            0    8    8    8    9    9    9    9    9    8    8    8    8    6    6    6    6    6    6    6    6    6    7    7    7    6       7  +91.6% 
  Man 1864-BB35093PCS6            0    0    0    0    0    0    0    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       4
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35094                0  114   78  114  276  288  312  294  156  210  120  102  264  306  156  312  222  306  120  198  318  270  126  222  114  162     198  +55.0% 
  Man 1864-BB35094              375  375  375  375  375  465  465  465  465  455  455  455  455  455  455  455  455  455  455  455  455  455  455  455  455  455     441
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35094CAN             0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 1864-BB35094CAN             0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35094PCS6            0   11    0   13   20   22   23    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       3  +68.2% 
  Man 1864-BB35094PCS6            5    5   15   15   15   10   10   10   10   15   15   15   15    5    5    5    5    5   15   15   15   15   10   10   10   10      11
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35095                0    0    0    0    0    0    0    0    0    0 1098    0    0    0    0    0    0    0    0    0    0    0 1098    0    0    0      84  +82.1% 
  Man 1864-BB35095              425  425  425  425  425  650  650  650  650  445  445  445  445  445  445  445  445  445  445  445  445  445  445  445  445  445     473
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35095PCS2            0   75    0   45   87  102  183    0  123  228  162  174  231  117   60   48   57  144   54   39   69  123   54   42   54   69      90  +27.0% 
  Man 1864-BB35095PCS2          125  125  125  125  125  115  115  115  115  130  130  130  130  120  120  120  120  120  125  125  125  125  125  125  125  125     123
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35095PCS6            0   10    0    9   10    9   11   10    9    9    9   10   13    8    7    8    9    8    7    7    0    0    0    0    0    0       6  +48.3% 
  Man 1864-BB35095PCS6           20   20    8    0    0    0    0    8    8   20   20    8    8   15   15   15   15   15   15   15   15   15   15   15   15   15      12
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35096                0  774    0  774  852  888  972    0  930  774  774  774  774  774  774  774  774  774  774  774  774  774  870  870  870  774     717  +19.7% 
  Man 1864-BB35096             1250 1250  800  800  800 1250 1250  675  675 1250 1250  800  600 1250  800  800  645  565 1250  750  750  750  750  750  750  750     893
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35096PCS6            0   14    0   13   12   13   19   13   12   12   13   13   12    9    9    9    9    9    9    9   11   20   11    9    9    9      11  +38.9% 
  Man 1864-BB35096PCS6            0    0    0    0    0    0    0   15   15   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25      18
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35097                0  714  834 1272  699  744  783 1014  618  876 1083 1116 1500 1269  588 1134  462  390  771  987 1500 1476  696 1401  747 1146     916  +18.5% 
  Man 1864-BB35097              735  735  735  735  735  835  835  835  835  770  770  770  770  770  770  770  770  770  770  770  770  770  770  770  770  770     773
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35097PCS3            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    2    0    0    0       0  +98.8% 
  Man 1864-BB35097PCS3           10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35098                0  456  444  456  510  540  576  510  198  132  114  114  180  336  240  480  348  420  168  180  264  306  186  342  252  222     307  +26.4% 
  Man 1864-BB35098              275  275  275  275  275  560  560  560  560  425  425  425  425  425  425  425  425  425  425  425  425  425  425  425  425  425     417
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35098PCS6            0    0    0    0   15    0    0    0   16    0    0    0   13    0    0    0   11    0    0    0   11    0    0    0   12    0       3  +35.0% 
  Man 1864-BB35098PCS6            0    0    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35099                0  252  252  252  276  288  314  314  302  252  252  252  252  252  252  252  252  252  252  252  252  252  282  282  282  252     255  +36.2% 
  Man 1864-BB35099              450  450  450  450  450  385  385  385  385  400  400  400  400  385  385  385  385  385  365  365  365  365  400  400  400  400     399
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35099PCS2            0    0    0    0    0    4    0    0    0    0    3    0    0    0    0    3    0    0    0    0    3    0    6    0    0    0       1  +92.7% 
  Man 1864-BB35099PCS2           10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35100                0   72   54   54   54   60   66   66   66   48   54   48   48   72   84   66   54   48   42   42   48   54   54   66   66   60      56  +46.9% 
  Man 1864-BB35100               75   75   75   75   75  130  130  130  130  100  100  100  100  110  110  110  110  110  110  110  110  110  110  110  110  110     105
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35100PCS6           15   16    0   16   17   14   18    0   14   10   10   10   13   12   17   16   18   10   10   10   10   10   10   15   11   18      12  +190.9% 
  Man 1864-BB35100PCS6            0    0    0    0    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       4
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35101                0   84    0   90  168   84   84  108   84   78   48  102   36   24   24   24   24   30   48   54  102  162   78   36   36   54      64  +80.8% 
  Man 1864-BB35101              305  305  305    0  305  395  395  395  395  345  345  345  345  345  345  345  345  345  345  345  345  345  345  345  345  345     333
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35101PCS6            0    0    0    3    0    0    4    0    0    3    0    0    3    0    0    3    0    0    3    0    0    0    0    0    0    0       1  +85.4% 
  Man 1864-BB35101PCS6            5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35103                0  180  216  312  300  192  252  192  228  312  312  312  192  168  168  168  168  168  312  168  180  216  168  228  180  300     215  +8.8% 
  Man 1864-BB35103              255  255  255  255  255  145  145  145  145  220  220  220  220  185  185  185  185  185  185  185  185  185  185  185  185  185     198
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35103PCS12           0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +99.2% 
  Man 1864-BB35103PCS12           5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35237                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0       0  +98.1% 
  Man 1864-BB35237                0    0    0    0    0    0    0    0    0    0   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10       6
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35514                0    0    0    0    0    0    0    0   12    0    0    0    0    0    0    0    0    0   12    0    0    0    0    0    0    0       1  +81.5% 
  Man 1864-BB35514                5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  1864-BB35514PCS6            0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 1864-BB35514PCS6            5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
